Product ID,Picture URL,Description,Health Facts,Highlights
U185,https://media.ulta.com/i/ulta/2581855?w=78&h=78&fmt=auto,"DevaCurl's CURLBOND Re-Coiling Mild Lather Cleanser with its patented CurlBond Complex re-coils damaged curls and works from the inside out to help re-link broken bonds, improve strength and protect from future damage. It maintains shine and leaves curls healthy-looking with enhanced definition.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Gives damaged curls ultimate curl complex, Internally & externally repairs hair structure, Helps improve strength of damaged hair, Protects against future damage Patented CurlBond Complex preserves color for up to 30 washes, seals split ends, reduces frizz for up to 48 hours, adds shine, enhances curl definition & elasticity and softens curls, Dermatologist co-developed, backed by science & stylist approved, A warm, tropical Cozy Getaway scent that starts with notes of coconut water, casaba melon (a blend of honeydew and cantaloupe), gardenia petals and bitter orange & finishes with warm amber and vanilla bean, Bottle made from 50% recycled ocean bound plastics, Gluten-free, cruelty-free & vegan"
U186,https://media.ulta.com/i/ulta/2612437?w=78&h=78&fmt=auto,"Curlsmith Essential Moisture Cleanser is a gentle moisturizing shampoo that gently cleanses hair, designed for all curl types.","Vegan, Cruelty Free, Sustainable Packaging Brand","Gently cleanses to remove dirt and product build-up, Increases moisturization by 87* when used with Essential Moisture Conditioner, Foaming action cleanses the hair without stripping natural oils, Suitable for frequent washes, Safe for color treated hair, Designed for all curls and texture types "
U187,https://media.ulta.com/i/ulta/2583870?w=78&h=78&fmt=auto,"CURLS Blueberry Bliss Reparative Hair Wash is a rich and creamy sulfate-free cleanser guaranteed to soften the driest kink, hydrate the driest curl, and encourage healthy scalp and hair growth. It's clinically proven to repair, protect, restore, and grow your curls.","Clean Ingredients, Sustainable Packaging Brand, Give Back", 
U188,https://media.ulta.com/i/ulta/2594501?w=78&h=78&fmt=auto,"Redken Acidic Bonding Concentrate Intensive Pre-Shampoo Treatment for Damaged Hair helps strengthen even the most damaged hair in 5 minutes. Redken Bonding Care Complex strengthens hair from the inside out**with continued use of Acidic Bonding Concentrate Intensive Treatment, Shampoo and Conditioner","Vegan, Clean Ingredients, Sustainable Packaging Brand","Repairs hair strength against damage, Protects against color fade, Conditions hair, Reinforces weakened bonds in hair to improve strength and resiliency, pH balancing formula defends against the negative effects of hair coloring and heat tools, For all hair types, Vegan formula with no animal derived ingredients "
U189,https://media.ulta.com/i/ulta/2600643?w=78&h=78&fmt=auto,"BondiBoost's Elixir Hair Pre-Shampoo Oil for Thicker, Stronger, Fuller-Looking Hair is a rich and luxurious pre-shampoo treatment to deeply hydrate and nourish your scalp before you cleanse.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Australian, clean, paraben and silicone free, Longer, stronger, fuller looking hair, A pre-shampoo that hydrates and tames frizz, Wash away impurities and balance the scalp, Wake up hair follicles and soothe the scalp, Cruelty-free and vegan "
U190,https://media.ulta.com/i/ulta/2603016?w=78&h=78&fmt=auto,NatureLab. Tokyo Perfect Clean Scalp Rinse. A nourishing alternative to your shampoo. This Japanese sake rinse works to restore the scalp's natural balance while removing product build-up and impurities for optimal scalp health.,"Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back", Scent-Japanese almond flower and violet
U191,https://media.ulta.com/i/ulta/2598749?w=78&h=78&fmt=auto,"Biolage Strength Recovery Repairing Leave-In Conditioner Spray is a lightweight, heat protecting leave-in treatment that strengthens damaged hair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Strengthens while protecting sensitized hair, Heat protection, Lightweight formula, Leaves hair silky and detangled "
U192,https://media.ulta.com/i/ulta/2516132?w=78&h=78&fmt=auto,"Bumble and bumble's Hairdresser's Invisible Oil Heat Protectant Leave In Conditioner Primer is a multitasking leave-in conditioner spray that delivers 86% more hydration, instantly cuts frizz by 50% + provides heat protection up to 450 degrees.","Cruelty Free, Sustainable Packaging Brand","Instantly cuts frizz by 50% all day - even in extreme humidity - compared to untreated hair, Helps protect color from fading for up to 16 washes, UV Filters help protect hair against the drying effects of the sun, Provides heat protection up to 450°F/232°C "
U193,https://media.ulta.com/i/ulta/2276275?w=78&h=78&fmt=auto,Living Proof Restore Repair Hair Leave-In Conditioner is a richly reparative formula that strengthens hair and helps to prevent up to 93% split ends caused by styling.,"Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Helps to prevent up to 93% of new split ends typically caused by styling, Strengthens hair 15x after just 1 use, Leaves hair silky, soft, and healthier looking, Provides UV protection, For all hair types "
U194,https://media.ulta.com/i/ulta/2259267?w=78&h=78&fmt=auto,Ouidad's Moisture Lock Leave-In Conditioner seals in lightweight moisture and keeps the hair shaft hydrated-adding moisture beyond a daily conditioner.,,"Helps create a moisture foundation by infusing strands with conditioning proteins, Seals moisture into hair cuticle, Prevents frizz, Encourages healthier hair and scalp, Great for all curl types "
U195,https://media.ulta.com/i/ulta/2578817?w=78&h=78&fmt=auto,"Redken Acidic Bonding Concentrate Leave-In Conditioner for Damaged Hair is for all types of damaged hair looking to strengthen, reinforce weakened bonds, and lessen breakage.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Redken's most concentrated all-in-one formula for strength repair for all types of damaged hair, Provides ultimate strength repair, intense conditioning and color fade protection, Repairs strength in damaged hair strands, Provides heat protection up to 450 degrees, Tames frizz, Adds shine, Reduces hair breakage, Concentrated bonding care complex reinforces weakened bonds within your hair to improve hair strength and resiliency, pH-balancing formula has an acidic pH to defend against the negative effects of hair coloring, styling tools, and even water, which has a pH of 7, to balance hair's pH back into a healthy range of 4.5-5.5, For all hair types and textures, Fresh citrus and floral fragrance has top notes of orange, bergamot, marine, middle notes of freesia, peach and rose, and bottom notes of cedarwood, sandalwood and amber "
U196,https://media.ulta.com/i/ulta/2230053?w=78&h=78&fmt=auto,"Smooth and sleek are all simpler than ever thanks to the essential and effortless spritz-on application of It’s a 10 Miracle Leave-In Conditioner Plus Keratin. This lightweight, deliciously-smelling conditioner helps rebuild dry, brittle and damaged hair from the inside out.",Cruelty Free,"Protects the natural keratin in hair, Thermal protector, Detangles, Helps fortify the hair, Helps replace lost proteins, Helps reduce frizz, Natural UV protection, Restores shine, Enhances hair's natural body, Helps protect hair color Color-safe, Thermal protectant, UV protectant, Gluten-free, Leaping Bunny Certified"
U197,https://media.ulta.com/i/ulta/2618344?w=78&h=78&fmt=auto,"Sol de Janeiro's Brazilian Joia Milky Leave-In Conditioner is a lightweight conditioning spray formulated to hydrate, detangle, and fight frizz for up to 72 hours. This spray repairs split ends and protects against heat damage up to 450°F/232°C, leaving hair healthy looking and silky soft.","Vegan, Clean Ingredients, Cruelty Free, Give Back"," A hydrating, weightless spray that detangles, fights frizz, and provides heat and UV protection. Use alone to style your natural hair, or as a primer before your favorite styling routine., Hair Type: Straight, Wavy, Curly, and Coily, Hair Texture: Fine, Medium, and Thick, Addresses Concerns: Dryness, Frizz, and Heat Protection, Lightweight hydration and heat protection, Fights frizz for up to 72 hours, Formulated with the Cheirosa '62 scent, Sulfate Free, Vegan, Cruelty Free, Paraben Free, Sustainably Sourced"
U198,https://media.ulta.com/i/ulta/2552737?w=78&h=78&fmt=auto,"PATTERN's bestseller, the Leave-In Conditioner features a blend of oils, biotin and honey to help detangle, seal in moisture, and prevent unwanted frizz while giving soft curl pattern definition. A refreshing and restoring treatment for curls and coils.",,"Tracee's Holy Grail, Lightweight formula adds extra hydration and soft curl definition, Seals in moisture after washing and conditioning, Works great under styling products such as gels or creams, A blend of 8 oils: Jojoba Oil, Avocado Oil, Olive Oil, Coconut Oil, Sweet Almond Oil, Shea Oil, Tea Tree Leaf Oil, Argan Oil, Includes Biotin, Aloe and honey, Winner of multiple awards, Great for 3B-4C, Founder Tracee Ellis Ross picked this fragrance to be clean and not overpowering. Notes are a sweet floral essence of Neroli, Rose & Patchouli. "
U199,https://media.ulta.com/i/ulta/2620734?w=78&h=78&fmt=auto,"Melanin Haircare's Multi-Use Softening Leave In Conditioner softens, silkens, smooths, detangles, and increases shine, while repairing from the inside-out!","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Designed to use 7 ways, Moisture- rich pre-poo, leave-in conditioner and deep conditioner, Detangles and rehydrates, Works on wet or dry hair, Promotes elasticity and flexibility, Reduces breakage and hair fall, Increases shine, Good for all textures, Unisex conditioner, Non-toxic "
U200,https://media.ulta.com/i/ulta/2579990?w=78&h=78&fmt=auto,"Curlsmith's Multi-Tasking Conditioner is a protein-enriched multi-purpose cream that can be used as rinse-out, deep conditioner or leave-in hair moisturizer.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Delivers weightless moisture and hydration, Enriched with proteins at low dosage, it can be used frequently without the risk of protein overload, Balancing protein-rich and moisturizing products in your routine is key to strengthen and protect the hair against damage. The more damaged and porous your hair is, the more protein-rich products you should use, Makes hair soft, smooth and shiny, Nourishes the hair and helps it look stronger and more elastic, Enhances and helps clump waves and curls, Excellent cream for braids, twist-outs and other protective styles, Primes the hair and preps for styling products, Light silky texture, Vegan, cruelty free, clean ingredients and curly girl friendly (no sulfates, silicones or drying alcohols), Designed for all curls and texture types "
U201,https://media.ulta.com/i/ulta/2290682?w=78&h=78&fmt=auto,"Biolage Hydra Source Conditioning Balm helps optimize moisture balance for healthy looking hair, conditions, detangles while adding softness, shine and preventing future breakage. Packaging may vary.","Vegan, Cruelty Free, Sustainable Packaging Brand","Conditions and detangles while adding softness, Leaves hair hydrated, Seals the cuticle to lock the moisture, For dry fine to medium hair, Suitable for color-treated hair "
U202,https://media.ulta.com/i/ulta/2605311?w=78&h=78&fmt=auto,"Get into Donna's Recipe made-in-heaven Sweet Potato Pie Extra Creamy Leave-In Conditioner. This creamy, rich, sweet aroma leave-in conditioner is sure to add goodness and joy to your hair care routine. This hair recipe is packed with nutrient-rich natural ingredients for moisture and hydration.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Hydrates your hair, Protects from sun, environmental damage, heat damage, and pollution, Provides extra moisture to your hair, Great for curly or straight, natural or chemically-treated hair, Rehydrates hair in between washes "
U203,https://media.ulta.com/i/ulta/2116146?w=78&h=78&fmt=auto,"Get hair into shape with The Conditioner from Paul Mitchell. This hydrating leave-in contains moisture-balancing awapuhi. It's great on skin, too!","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Leave-in conditioner smooths hair, reduces static + prevents dryness, Infused with Hawaiian awapuhi to help balance moisture, Lightweight conditioners improve hair texture, Doubles as an excellent moisturizer for the skin, Ideal for all hair types Refreshing herbal scent of lavender and rosemary, Color safe, Paraben free, Gluten free"
